product_id,date,base_price,current_price,traffic_views,units_sold,day_of_week,inventory_level,promotion_flag
19,2024-01-23,30.73,24.14,192,77,1,270,0
19,2024-01-24,30.73,23.77,206,79,2,191,0
19,2024-01-25,30.73,23.55,171,71,3,120,0
19,2024-01-26,30.73,24.11,114,47,4,73,0
19,2024-01-27,30.73,24.75,79,34,5,810,0
19,2024-01-28,30.73,25.18,92,31,6,779,0
19,2024-01-29,30.73,25.27,144,56,0,723,0
19,2024-01-30,30.73,25.25,197,72,1,651,0
19,2024-01-31,30.73,24.95,210,89,2,562,0
19,2024-02-01,30.73,24.96,175,73,3,489,0
19,2024-02-02,30.73,24.94,117,48,4,441,0
19,2024-02-03,30.73,24.52,81,30,5,411,0
19,2024-02-04,30.73,24.94,94,40,6,371,0
19,2024-02-05,30.73,25.5,148,50,0,321,0
19,2024-02-06,30.73,25.13,202,68,1,253,0
19,2024-02-07,30.73,25.69,216,75,2,178,0
19,2024-02-08,30.73,26.2,179,68,3,110,0
19,2024-02-09,30.73,26.52,120,48,4,62,0
19,2024-02-10,30.73,25.78,83,24,5,358,0
19,2024-02-11,30.73,25.41,97,42,6,316,0
19,2024-02-12,30.73,26.03,152,59,0,257,0
19,2024-02-13,30.73,25.28,208,71,1,186,0
19,2024-02-14,30.73,25.85,222,87,2,99,0
19,2024-02-15,30.73,26.42,185,76,3,601,0
19,2024-02-16,30.73,26.29,124,49,4,552,0
19,2024-02-17,30.73,26.83,85,35,5,517,0
19,2024-02-18,30.73,26.04,100,34,6,483,0
19,2024-02-19,30.73,25.43,157,59,0,424,0
19,2024-02-20,30.73,25.53,215,77,1,347,0
19,2024-02-21,30.73,25.45,230,102,2,245,0
19,2024-02-22,30.73,25.95,191,77,3,168,0
19,2024-02-23,30.73,25.95,128,60,4,108,0
19,2024-02-24,30.73,25.79,88,33,5,75,0
19,2024-02-25,30.73,25.84,103,37,6,625,0
19,2024-02-26,30.73,26.45,163,61,0,564,0
19,2024-02-27,30.73,26.65,222,93,1,471,0
19,2024-02-28,30.73,26.81,238,87,2,384,0
19,2024-02-29,30.73,26.89,198,75,3,309,0
19,2024-03-01,30.73,26.25,133,51,4,258,0
19,2024-03-02,30.73,25.87,92,35,5,223,0
19,2024-03-03,30.73,26.64,107,38,6,185,0
19,2024-03-04,30.73,26.21,169,64,0,121,0
19,2024-03-05,30.73,25.97,231,87,1,549,0
19,2024-03-06,30.73,25.88,247,95,2,454,0
19,2024-03-07,30.73,25.81,206,85,3,369,0
19,2024-03-08,30.73,26.38,138,60,4,309,0
19,2024-03-09,30.73,27.08,95,33,5,276,0
19,2024-03-10,30.73,27.78,111,39,6,237,0
19,2024-03-11,30.73,28.01,175,59,0,178,0
19,2024-03-12,30.73,27.99,240,88,1,90,0
19,2024-03-13,30.73,28.08,257,89,2,624,0
19,2024-03-14,30.73,28.09,214,79,3,545,0
19,2024-03-15,30.73,27.45,143,57,4,488,0
19,2024-03-16,30.73,27.7,99,29,5,459,0
19,2024-03-17,30.73,27.43,116,44,6,415,0
19,2024-03-18,30.73,28.14,182,63,0,352,0
19,2024-03-19,30.73,24.58,622,259,1,93,1
19,2024-03-20,30.73,24.41,267,93,2,783,0
19,2024-03-21,30.73,24.07,222,99,3,684,0
19,2024-03-22,30.73,23.71,149,65,4,619,0
19,2024-03-23,30.73,23.59,103,44,5,575,0
19,2024-03-24,30.73,24.58,300,128,6,447,1
19,2024-03-25,30.73,24.97,189,70,0,377,0
19,2024-03-26,30.73,24.87,258,97,1,280,0
19,2024-03-27,30.73,24.64,277,117,2,163,0
19,2024-03-28,30.73,24.99,230,85,3,78,0
19,2024-03-29,30.73,25.59,154,67,4,523,0
19,2024-03-30,30.73,25.26,107,41,5,482,0
19,2024-03-31,30.73,24.89,125,51,6,431,0
19,2024-04-01,30.73,25.4,196,90,0,341,0
19,2024-04-02,30.73,24.81,268,101,1,240,0
19,2024-04-03,30.73,25.15,287,114,2,126,0
19,2024-04-04,30.73,24.46,239,104,3,626,0
19,2024-04-05,30.73,24.94,160,68,4,558,0
19,2024-04-06,30.73,25.09,111,42,5,516,0
19,2024-04-07,30.73,25.55,129,48,6,468,0
19,2024-04-08,30.73,25.69,203,77,0,391,0
19,2024-04-09,30.73,26.05,278,119,1,272,0
19,2024-04-10,30.73,25.54,297,113,2,159,0
19,2024-04-11,30.73,25.41,247,97,3,62,0
19,2024-04-12,30.73,25.39,166,62,4,637,0
19,2024-04-13,30.73,25.1,114,48,5,589,0
19,2024-04-14,30.73,25.5,134,53,6,536,0
19,2024-04-15,30.73,25.95,210,74,0,462,0
19,2024-04-16,30.73,25.36,287,104,1,358,0
19,2024-04-17,30.73,25.03,307,102,2,256,0
19,2024-04-18,30.73,24.79,256,95,3,161,0
19,2024-04-19,30.73,24.34,171,73,4,88,0
19,2024-04-20,30.73,24.24,118,53,5,413,0
19,2024-04-21,30.73,23.82,138,59,6,354,0
19,2024-04-22,30.73,23.28,217,94,0,260,0
19,2024-04-23,30.73,23.06,296,122,1,138,0
19,2024-04-24,30.73,23.16,317,138,2,480,0
19,2024-04-25,30.73,22.65,264,114,3,366,0
19,2024-04-26,30.73,22.46,176,85,4,281,0
19,2024-04-27,30.73,22.43,122,51,5,230,0
19,2024-04-28,30.73,24.58,355,158,6,72,1
19,2024-04-29,30.73,24.64,223,72,0,626,0
19,2024-04-30,30.73,25.24,305,127,1,499,0
19,2024-05-01,30.73,25.28,326,107,2,392,0
19,2024-05-02,30.73,24.54,271,117,3,275,0
19,2024-05-03,30.73,23.91,181,73,4,202,0
19,2024-05-04,30.73,23.49,125,50,5,152,0
19,2024-05-05,30.73,24.58,365,129,6,662,1
19,2024-05-06,30.73,24.75,229,91,0,571,0
19,2024-05-07,30.73,25.4,313,123,1,448,0
19,2024-05-08,30.73,25.02,335,119,2,329,0
19,2024-05-09,30.73,24.51,278,98,3,231,0
19,2024-05-10,30.73,24.0,186,79,4,152,0
19,2024-05-11,30.73,23.93,129,56,5,96,0
19,2024-05-12,30.73,23.83,150,62,6,483,0
19,2024-05-13,30.73,23.99,235,104,0,379,0
19,2024-05-14,30.73,24.41,321,128,1,251,0
19,2024-05-15,30.73,24.53,343,137,2,114,0
19,2024-05-16,30.73,24.92,285,105,3,584,0
19,2024-05-17,30.73,25.13,190,66,4,518,0
19,2024-05-18,30.73,24.82,131,60,5,458,0
19,2024-05-19,30.73,25.53,153,65,6,393,0
19,2024-05-20,30.73,25.69,240,83,0,310,0
19,2024-05-21,30.73,25.03,328,131,1,179,0
19,2024-05-22,30.73,24.8,350,138,2,794,0
19,2024-05-23,30.73,25.53,291,111,3,683,0
19,2024-05-24,30.73,25.91,194,72,4,611,0
19,2024-05-25,30.73,25.92,134,53,5,558,0
19,2024-05-26,30.73,26.08,156,64,6,494,0
19,2024-05-27,30.73,26.72,245,95,0,399,0
19,2024-05-28,30.73,26.57,334,125,1,274,0
19,2024-05-29,30.73,26.47,356,134,2,140,0
19,2024-05-30,30.73,26.89,296,119,3,337,0
19,2024-05-31,30.73,26.72,197,77,4,260,0
19,2024-06-01,30.73,27.06,136,51,5,209,0
19,2024-06-02,30.73,26.42,158,60,6,149,0
19,2024-06-03,30.73,25.65,248,99,0,50,0
19,2024-06-04,30.73,24.94,338,50,1,406,0
19,2024-06-05,30.73,24.99,361,153,2,253,0
19,2024-06-06,30.73,24.39,300,110,3,143,0
19,2024-06-07,30.73,25.08,200,76,4,67,0
19,2024-06-08,30.73,25.42,138,56,5,573,0
19,2024-06-09,30.73,24.58,400,146,6,427,1
19,2024-06-10,30.73,24.25,251,89,0,338,0
19,2024-06-11,30.73,23.75,342,141,1,197,0
19,2024-06-12,30.73,23.8,365,129,2,68,0
19,2024-06-13,30.73,24.33,303,68,3,413,0
19,2024-06-14,30.73,24.82,202,85,4,328,0
19,2024-06-15,30.73,24.99,139,54,5,274,0
19,2024-06-16,30.73,25.67,162,69,6,205,0
19,2024-06-17,30.73,25.44,253,89,0,116,0
19,2024-06-18,30.73,25.7,345,116,1,423,0
19,2024-06-19,30.73,25.77,368,147,2,276,0
19,2024-06-20,30.73,25.75,305,107,3,169,0
19,2024-06-21,30.73,25.11,203,87,4,82,0
19,2024-06-22,30.73,25.57,140,57,5,336,0
19,2024-06-23,30.73,25.99,163,54,6,282,0
19,2024-06-24,30.73,24.58,637,255,0,542,1
19,2024-06-25,30.73,24.19,347,145,1,397,0
19,2024-06-26,30.73,23.55,370,145,2,252,0
19,2024-06-27,30.73,24.19,306,109,3,143,0
19,2024-06-28,30.73,24.9,204,83,4,60,0
19,2024-06-29,30.73,24.37,140,60,5,741,0
19,2024-06-30,30.73,24.45,163,63,6,678,0
19,2024-07-01,30.73,23.93,255,117,0,561,0
19,2024-07-02,30.73,23.7,347,134,1,427,0
19,2024-07-03,30.73,23.77,370,154,2,273,0
19,2024-07-04,30.73,24.3,306,131,3,142,0
19,2024-07-05,30.73,24.97,204,81,4,61,0
19,2024-07-06,30.73,25.41,140,53,5,433,0
19,2024-07-07,30.73,26.1,163,66,6,367,0
19,2024-07-08,30.73,25.41,255,115,0,252,0
19,2024-07-09,30.73,24.77,347,141,1,111,0
19,2024-07-10,30.73,25.28,369,111,2,755,0
19,2024-07-11,30.73,25.92,305,116,3,639,0
19,2024-07-12,30.73,24.58,507,245,4,394,1
19,2024-07-13,30.73,24.75,140,56,5,338,0
19,2024-07-14,30.73,24.06,162,63,6,275,0
19,2024-07-15,30.73,24.03,254,94,0,181,0
19,2024-07-16,30.73,24.56,345,118,1,63,0
19,2024-07-17,30.73,24.41,367,63,2,777,0
19,2024-07-18,30.73,25.11,303,126,3,651,0
19,2024-07-19,30.73,25.19,202,77,4,574,0
19,2024-07-20,30.73,25.28,139,54,5,520,0
19,2024-07-21,30.73,25.94,161,56,6,464,0
19,2024-07-22,30.73,25.23,252,100,0,364,0
19,2024-07-23,30.73,25.19,342,140,1,224,0
19,2024-07-24,30.73,25.23,364,137,2,87,0
19,2024-07-25,30.73,24.6,301,87,3,443,0
19,2024-07-26,30.73,24.72,200,74,4,369,0
19,2024-07-27,30.73,23.99,137,57,5,312,0
19,2024-07-28,30.73,23.49,159,70,6,242,0
19,2024-07-29,30.73,23.27,249,102,0,140,0
19,2024-07-30,30.73,23.5,338,137,1,393,0
19,2024-07-31,30.73,22.85,359,133,2,260,0
19,2024-08-01,30.73,24.58,742,260,3,390,1
19,2024-08-02,30.73,25.22,197,77,4,313,0
19,2024-08-03,30.73,25.24,136,55,5,258,0
19,2024-08-04,30.73,25.47,157,65,6,193,0
19,2024-08-05,30.73,25.8,245,90,0,103,0
19,2024-08-06,30.73,25.98,333,103,1,332,0
19,2024-08-07,30.73,25.92,354,151,2,181,0
19,2024-08-08,30.73,26.53,292,101,3,80,0
19,2024-08-09,30.73,25.98,194,80,4,701,0
19,2024-08-10,30.73,25.47,133,49,5,652,0
19,2024-08-11,30.73,25.73,154,54,6,598,0
19,2024-08-12,30.73,26.15,241,93,0,505,0
19,2024-08-13,30.73,25.54,327,150,1,355,0
19,2024-08-14,30.73,26.08,347,113,2,242,0
19,2024-08-15,30.73,26.37,287,108,3,134,0
19,2024-08-16,30.73,26.05,190,76,4,58,0
19,2024-08-17,30.73,25.84,131,50,5,428,0
19,2024-08-18,30.73,25.85,151,60,6,368,0
19,2024-08-19,30.73,25.56,236,87,0,281,0
19,2024-08-20,30.73,25.49,320,119,1,162,0
19,2024-08-21,30.73,25.45,340,131,2,653,0
19,2024-08-22,30.73,25.56,280,99,3,554,0
19,2024-08-23,30.73,25.21,186,73,4,481,0
19,2024-08-24,30.73,25.06,128,49,5,432,0
19,2024-08-25,30.73,25.56,148,55,6,377,0
19,2024-08-26,30.73,26.08,230,91,0,286,0
19,2024-08-27,30.73,26.3,312,102,1,184,0
19,2024-08-28,30.73,25.54,331,127,2,57,0
19,2024-08-29,30.73,25.29,273,57,3,424,0
19,2024-08-30,30.73,25.08,181,65,4,359,0
19,2024-08-31,30.73,24.58,310,138,5,221,1
19,2024-09-01,30.73,24.95,144,57,6,164,0
19,2024-09-02,30.73,25.13,224,84,0,80,0
19,2024-09-03,30.73,24.66,304,80,1,527,0
19,2024-09-04,30.73,24.06,322,133,2,394,0
19,2024-09-05,30.73,24.48,266,119,3,275,0
19,2024-09-06,30.73,25.2,176,67,4,208,0
19,2024-09-07,30.73,24.45,121,48,5,160,0
19,2024-09-08,30.73,24.06,140,61,6,99,0
19,2024-09-09,30.73,23.88,218,91,0,523,0
19,2024-09-10,30.73,23.54,295,106,1,417,0
19,2024-09-11,30.73,22.95,313,132,2,285,0
19,2024-09-12,30.73,22.39,258,123,3,162,0
19,2024-09-13,30.73,21.99,171,73,4,89,0
19,2024-09-14,30.73,21.61,117,39,5,50,0
19,2024-09-15,30.73,22.06,136,50,6,522,0
19,2024-09-16,30.73,21.63,211,90,0,432,0
19,2024-09-17,30.73,21.511,286,106,1,326,0
19,2024-09-18,30.73,21.511,303,114,2,212,0
19,2024-09-19,30.73,21.511,250,117,3,95,0
19,2024-09-20,30.73,21.511,166,68,4,806,0
19,2024-09-21,30.73,21.511,113,45,5,761,0
19,2024-09-22,30.73,21.511,131,57,6,704,0
19,2024-09-23,30.73,21.511,204,84,0,620,0
19,2024-09-24,30.73,21.511,276,121,1,499,0
19,2024-09-25,30.73,21.511,293,125,2,374,0
19,2024-09-26,30.73,21.62,241,94,3,280,0
19,2024-09-27,30.73,22.17,160,65,4,215,0
19,2024-09-28,30.73,21.95,109,49,5,166,0
19,2024-09-29,30.73,22.17,127,54,6,112,0
19,2024-09-30,30.73,21.54,197,85,0,364,0
19,2024-10-01,30.73,21.81,267,133,1,231,0
19,2024-10-02,30.73,24.58,707,231,2,724,1
19,2024-10-03,30.73,24.33,233,100,3,624,0
19,2024-10-04,30.73,24.76,154,61,4,563,0
19,2024-10-05,30.73,24.55,106,43,5,520,0
19,2024-10-06,30.73,25.28,122,46,6,474,0
19,2024-10-07,30.73,25.08,190,80,0,394,0
19,2024-10-08,30.73,24.98,257,101,1,293,0
19,2024-10-09,30.73,24.63,272,111,2,182,0
19,2024-10-10,30.73,25.29,224,89,3,93,0
19,2024-10-11,30.73,24.81,149,59,4,809,0
19,2024-10-12,30.73,25.23,102,49,5,760,0
19,2024-10-13,30.73,25.98,118,43,6,717,0
19,2024-10-14,30.73,25.85,183,67,0,650,0
19,2024-10-15,30.73,25.11,248,103,1,547,0
19,2024-10-16,30.73,24.61,262,100,2,447,0
19,2024-10-17,30.73,25.18,216,83,3,364,0
19,2024-10-18,30.73,24.86,143,52,4,312,0
19,2024-10-19,30.73,24.98,98,40,5,272,0
19,2024-10-20,30.73,24.36,113,47,6,225,0
19,2024-10-21,30.73,23.85,176,70,0,155,0
19,2024-10-22,30.73,24.37,238,101,1,54,0
19,2024-10-23,30.73,24.54,253,54,2,727,0
19,2024-10-24,30.73,24.97,208,78,3,649,0
19,2024-10-25,30.73,24.47,138,54,4,595,0
19,2024-10-26,30.73,24.2,94,34,5,561,0
19,2024-10-27,30.73,24.8,109,37,6,524,0
19,2024-10-28,30.73,25.41,170,65,0,459,0
19,2024-10-29,30.73,25.55,230,94,1,365,0
19,2024-10-30,30.73,25.4,243,105,2,260,0
19,2024-10-31,30.73,25.95,200,74,3,186,0
19,2024-11-01,30.73,26.68,133,53,4,133,0
19,2024-11-02,30.73,27.41,91,35,5,98,0
19,2024-11-03,30.73,27.01,105,43,6,55,0
19,2024-11-04,30.73,26.39,163,55,0,449,0
19,2024-11-05,30.73,26.39,221,72,1,377,0
19,2024-11-06,30.73,27.0,235,88,2,289,0
19,2024-11-07,30.73,26.9,193,66,3,223,0
19,2024-11-08,30.73,27.18,128,45,4,178,0
19,2024-11-09,30.73,26.49,88,32,5,146,0
19,2024-11-10,30.73,27.12,101,37,6,109,0
19,2024-11-11,30.73,26.74,158,60,0,642,0
19,2024-11-12,30.73,25.94,214,87,1,555,0
19,2024-11-13,30.73,26.09,227,84,2,471,0
19,2024-11-14,30.73,26.78,187,72,3,399,0
19,2024-11-15,30.73,26.85,124,46,4,353,0
19,2024-11-16,30.73,27.36,85,34,5,319,0
19,2024-11-17,30.73,26.55,98,36,6,283,0
19,2024-11-18,30.73,27.32,153,56,0,227,0
19,2024-11-19,30.73,27.31,207,74,1,153,0
19,2024-11-20,30.73,26.64,219,82,2,71,0
19,2024-11-21,30.73,24.58,452,71,3,353,1
19,2024-11-22,30.73,25.14,120,44,4,309,0
19,2024-11-23,30.73,25.4,82,34,5,275,0
19,2024-11-24,30.73,25.45,95,34,6,241,0
19,2024-11-25,30.73,25.7,148,56,0,185,0
19,2024-11-26,30.73,26.21,201,83,1,102,0
19,2024-11-27,30.73,25.68,213,80,2,802,0
19,2024-11-28,30.73,25.4,176,73,3,729,0
19,2024-11-29,30.73,25.18,117,44,4,685,0
19,2024-11-30,30.73,24.82,80,29,5,656,0
19,2024-12-01,30.73,24.58,232,81,6,575,1
19,2024-12-02,30.73,24.82,144,63,0,512,0
19,2024-12-03,30.73,25.46,196,70,1,442,0
19,2024-12-04,30.73,25.14,208,87,2,355,0
19,2024-12-05,30.73,24.99,172,62,3,293,0
19,2024-12-06,30.73,25.58,114,49,4,244,0
19,2024-12-07,30.73,26.07,78,35,5,209,0
19,2024-12-08,30.73,25.74,91,30,6,179,0
19,2024-12-09,30.73,26.31,141,49,0,130,0
19,2024-12-10,30.73,26.72,192,77,1,53,0
19,2024-12-11,30.73,27.46,204,53,2,662,0
19,2024-12-12,30.73,26.75,168,67,3,595,0
19,2024-12-13,30.73,27.36,112,39,4,556,0
19,2024-12-14,30.73,27.98,77,32,5,524,0
19,2024-12-15,30.73,28.72,89,32,6,492,0
19,2024-12-16,30.73,29.43,139,43,0,449,0
19,2024-12-17,30.73,28.77,189,66,1,383,0
19,2024-12-18,30.73,28.01,201,66,2,317,0
19,2024-12-19,30.73,28.84,166,66,3,251,0
19,2024-12-20,30.73,29.26,111,36,4,215,0
19,2024-12-21,30.73,29.12,76,27,5,188,0
19,2024-12-22,30.73,28.95,88,30,6,158,0
19,2024-12-23,30.73,29.48,138,45,0,113,0
19,2024-12-24,30.73,30.03,187,54,1,59,0
19,2024-12-25,30.73,30.39,199,59,2,614,0
19,2024-12-26,30.73,29.99,165,62,3,552,0
19,2024-12-27,30.73,29.79,110,35,4,517,0
19,2024-12-28,30.73,30.41,75,22,5,495,0
19,2024-12-29,30.73,30.27,88,31,6,464,0
19,2024-12-30,30.73,30.74,137,40,0,424,0
19,2024-12-31,30.73,31.56,187,66,1,358,0
19,2025-01-01,30.73,31.13,199,61,2,297,0
19,2025-01-02,30.73,30.21,165,51,3,246,0
19,2025-01-03,30.73,24.58,275,112,4,134,1
19,2025-01-04,30.73,25.05,75,27,5,107,0
19,2025-01-05,30.73,25.34,88,32,6,75,0
19,2025-01-06,30.73,26.07,138,54,0,796,0
19,2025-01-07,30.73,26.74,187,57,1,739,0
19,2025-01-08,30.73,26.4,200,86,2,653,0
19,2025-01-09,30.73,27.01,166,62,3,591,0
19,2025-01-10,30.73,26.37,110,38,4,553,0
19,2025-01-11,30.73,27.08,76,26,5,527,0
19,2025-01-12,30.73,27.65,88,35,6,492,0
19,2025-01-13,30.73,24.58,347,146,0,346,1
19,2025-01-14,30.73,24.47,189,84,1,262,0
19,2025-01-15,30.73,24.84,202,76,2,186,0
19,2025-01-16,30.73,24.65,167,68,3,118,0
19,2025-01-17,30.73,25.09,112,45,4,73,0
19,2025-01-18,30.73,25.82,77,31,5,482,0
19,2025-01-19,30.73,26.09,90,37,6,445,0
19,2025-01-20,30.73,26.82,141,50,0,395,0
19,2025-01-21,30.73,26.8,192,72,1,323,0
19,2025-01-22,30.73,26.38,205,74,2,249,0
19,2025-01-23,30.73,25.94,170,65,3,184,0
19,2025-01-24,30.73,26.45,114,46,4,138,0
19,2025-01-25,30.73,26.4,78,26,5,112,0
19,2025-01-26,30.73,26.56,91,38,6,74,0
19,2025-01-27,30.73,24.58,357,74,0,640,1
19,2025-01-28,30.73,24.98,196,76,1,564,0
19,2025-01-29,30.73,25.66,209,90,2,474,0
19,2025-01-30,30.73,25.01,174,71,3,403,0
19,2025-01-31,30.73,25.31,116,47,4,356,0
19,2025-02-01,30.73,25.04,80,29,5,327,0
19,2025-02-02,30.73,24.29,94,34,6,293,0
19,2025-02-03,30.73,24.25,147,64,0,229,0
19,2025-02-04,30.73,24.61,201,77,1,152,0
19,2025-02-05,30.73,24.79,215,82,2,70,0
19,2025-02-06,30.73,25.08,179,70,3,437,0
19,2025-02-07,30.73,25.44,119,43,4,394,0
19,2025-02-08,30.73,25.54,82,33,5,361,0
19,2025-02-09,30.73,25.98,96,37,6,324,0
19,2025-02-10,30.73,25.25,151,59,0,265,0
19,2025-02-11,30.73,25.89,207,77,1,188,0
19,2025-02-12,30.73,25.22,221,83,2,105,0
19,2025-02-13,30.73,25.57,184,65,3,539,0
19,2025-02-14,30.73,24.88,123,51,4,488,0
19,2025-02-15,30.73,25.24,85,31,5,457,0
19,2025-02-16,30.73,25.44,99,42,6,415,0
19,2025-02-17,30.73,24.79,156,61,0,354,0
19,2025-02-18,30.73,24.19,214,79,1,275,0
19,2025-02-19,30.73,24.72,229,90,2,185,0
19,2025-02-20,30.73,24.58,475,185,3,653,1
19,2025-02-21,30.73,25.2,127,54,4,599,0
19,2025-02-22,30.73,25.85,88,33,5,566,0
19,2025-02-23,30.73,26.22,103,38,6,528,0
19,2025-02-24,30.73,26.84,162,68,0,460,0
19,2025-02-25,30.73,26.86,221,87,1,373,0
19,2025-02-26,30.73,27.24,237,100,2,273,0
19,2025-02-27,30.73,27.07,197,81,3,192,0
19,2025-02-28,30.73,26.4,132,47,4,145,0
19,2025-03-01,30.73,27.13,91,37,5,108,0
19,2025-03-02,30.73,27.07,107,45,6,63,0
19,2025-03-03,30.73,27.24,168,63,0,749,0
19,2025-03-04,30.73,27.7,230,91,1,658,0
19,2025-03-05,30.73,27.22,246,99,2,559,0
19,2025-03-06,30.73,26.71,205,75,3,484,0
19,2025-03-07,30.73,26.71,137,48,4,436,0
19,2025-03-08,30.73,27.23,95,34,5,402,0
19,2025-03-09,30.73,26.76,111,36,6,366,0
19,2025-03-10,30.73,27.47,174,71,0,295,0
19,2025-03-11,30.73,26.85,238,88,1,207,0
19,2025-03-12,30.73,26.79,255,106,2,101,0
19,2025-03-13,30.73,27.54,212,70,3,378,0
19,2025-03-14,30.73,28.02,142,56,4,322,0
19,2025-03-15,30.73,28.37,98,34,5,288,0
19,2025-03-16,30.73,27.86,115,37,6,251,0
19,2025-03-17,30.73,27.41,181,76,0,175,0
19,2025-03-18,30.73,27.01,248,101,1,74,0
19,2025-03-19,30.73,26.36,265,74,2,758,0
19,2025-03-20,30.73,25.81,221,86,3,672,0
19,2025-03-21,30.73,25.32,148,60,4,612,0
19,2025-03-22,30.73,24.92,102,41,5,571,0
19,2025-03-23,30.73,24.34,119,45,6,526,0
19,2025-03-24,30.73,24.27,188,73,0,453,0
19,2025-03-25,30.73,24.44,257,120,1,333,0
19,2025-03-26,30.73,23.78,275,137,2,196,0
19,2025-03-27,30.73,23.54,229,106,3,90,0
19,2025-03-28,30.73,23.77,153,65,4,758,0
19,2025-03-29,30.73,23.38,106,43,5,715,0
19,2025-03-30,30.73,23.58,124,48,6,667,0
19,2025-03-31,30.73,24.09,195,74,0,593,0
19,2025-04-01,30.73,23.89,267,104,1,489,0
19,2025-04-02,30.73,24.15,286,136,2,353,0
19,2025-04-03,30.73,24.31,238,110,3,243,0
19,2025-04-04,30.73,24.47,159,68,4,175,0
19,2025-04-05,30.73,24.72,110,40,5,135,0
19,2025-04-06,30.73,24.29,129,56,6,79,0
19,2025-04-07,30.73,24.22,202,79,0,413,0
19,2025-04-08,30.73,24.4,276,92,1,321,0
19,2025-04-09,30.73,24.67,296,121,2,200,0
19,2025-04-10,30.73,24.12,246,93,3,107,0
19,2025-04-11,30.73,23.74,165,63,4,397,0
19,2025-04-12,30.73,24.29,114,45,5,352,0
19,2025-04-13,30.73,24.52,133,51,6,301,0
19,2025-04-14,30.73,23.83,209,85,0,216,0
19,2025-04-15,30.73,23.65,286,117,1,99,0
19,2025-04-16,30.73,23.0,306,99,2,744,0
19,2025-04-17,30.73,23.65,254,117,3,627,0
19,2025-04-18,30.73,23.69,170,64,4,563,0
19,2025-04-19,30.73,23.39,118,45,5,518,0
19,2025-04-20,30.73,22.83,137,56,6,462,0
19,2025-04-21,30.73,23.27,216,89,0,373,0
19,2025-04-22,30.73,22.89,295,138,1,235,0
19,2025-04-23,30.73,22.25,316,138,2,97,0
19,2025-04-24,30.73,21.92,263,97,3,685,0
19,2025-04-25,30.73,22.19,176,77,4,608,0
19,2025-04-26,30.73,21.6,121,53,5,555,0
19,2025-04-27,30.73,21.94,142,62,6,493,0
19,2025-04-28,30.73,21.55,222,82,0,411,0
19,2025-04-29,30.73,21.511,304,129,1,282,0
19,2025-04-30,30.73,22.14,325,152,2,130,0
19,2025-05-01,30.73,22.22,270,130,3,525,0
19,2025-05-02,30.73,21.83,181,70,4,455,0
19,2025-05-03,30.73,21.511,125,56,5,399,0
19,2025-05-04,30.73,21.511,146,60,6,339,0
19,2025-05-05,30.73,21.82,229,115,0,224,0
19,2025-05-06,30.73,21.66,312,121,1,103,0
19,2025-05-07,30.73,21.511,334,103,2,714,0
19,2025-05-08,30.73,21.511,277,107,3,607,0
19,2025-05-09,30.73,21.67,186,78,4,529,0
19,2025-05-10,30.73,21.6,128,55,5,474,0
19,2025-05-11,30.73,21.511,149,70,6,404,0
19,2025-05-12,30.73,21.59,234,93,0,311,0
19,2025-05-13,30.73,21.511,320,146,1,165,0
19,2025-05-14,30.73,24.58,855,165,2,527,1
19,2025-05-15,30.73,25.29,284,114,3,413,0
19,2025-05-16,30.73,25.65,190,80,4,333,0
19,2025-05-17,30.73,25.07,131,46,5,287,0
19,2025-05-18,30.73,24.63,153,65,6,222,0
19,2025-05-19,30.73,24.26,239,92,0,130,0
19,2025-05-20,30.73,23.78,327,130,1,731,0
19,2025-05-21,30.73,23.51,349,148,2,583,0
19,2025-05-22,30.73,23.49,290,118,3,465,0
19,2025-05-23,30.73,22.81,194,77,4,388,0
19,2025-05-24,30.73,23.38,134,59,5,329,0
19,2025-05-25,30.73,24.0,156,70,6,259,0
19,2025-05-26,30.73,24.51,244,94,0,165,0
19,2025-05-27,30.73,24.59,333,121,1,395,0
19,2025-05-28,30.73,25.0,355,149,2,246,0
19,2025-05-29,30.73,24.58,737,246,3,584,1
19,2025-05-30,30.73,24.68,197,70,4,514,0
19,2025-05-31,30.73,24.71,136,49,5,465,0
19,2025-06-01,30.73,25.16,158,60,6,405,0
19,2025-06-02,30.73,25.78,248,86,0,319,0
19,2025-06-03,30.73,25.75,338,111,1,208,0
19,2025-06-04,30.73,26.16,361,126,2,82,0
19,2025-06-05,30.73,26.18,299,82,3,676,0
19,2025-06-06,30.73,26.12,200,69,4,607,0
19,2025-06-07,30.73,26.0,138,51,5,556,0
19,2025-06-08,30.73,25.72,160,72,6,484,0
19,2025-06-09,30.73,26.41,251,95,0,389,0
19,2025-06-10,30.73,25.67,342,137,1,252,0
19,2025-06-11,30.73,25.49,365,132,2,120,0
19,2025-06-12,30.73,26.09,302,120,3,331,0
19,2025-06-13,30.73,26.34,202,74,4,257,0
19,2025-06-14,30.73,26.76,139,51,5,206,0
19,2025-06-15,30.73,26.12,162,69,6,137,0
19,2025-06-16,30.73,25.44,253,98,0,559,0
19,2025-06-17,30.73,26.2,345,133,1,426,0
19,2025-06-18,30.73,26.34,368,137,2,289,0
19,2025-06-19,30.73,25.9,305,115,3,174,0
19,2025-06-20,30.73,25.88,203,81,4,93,0
19,2025-06-21,30.73,26.41,140,56,5,467,0
